"tool"	"metric"	"size"	"cov"	"var"	"time_mean"	"time_sd"	"nread_mean"	"nread_sd"	"nkmer_mean"	"nkmer_sd"
"mash"	"mash"	100000.0	32.0	0.005	3.868466877937317	0.6971674522121779	NA	NA	NA	NA
"mash"	"mashec"	100000.0	32.0	0.005	3.5076783299446106	0.4775523075971731	NA	NA	NA	NA
"mash"	"mash"	100000.0	64.0	0.005	3.6361244201660154	0.3285320306807895	NA	NA	NA	NA
"mash"	"mashec"	100000.0	64.0	0.005	3.513415503501892	0.4859734071514773	NA	NA	NA	NA
"mash"	"mash"	100000.0	128.0	0.005	4.050210034847259	0.9383786319650055	NA	NA	NA	NA
"mash"	"mashec"	100000.0	128.0	0.005	3.572523367404938	0.5652547444655945	NA	NA	NA	NA
"mash"	"mash"	100000.0	1.0	0.01	3.9751469373703	0.5475030403749077	NA	NA	NA	NA
"mash"	"mashec"	100000.0	1.0	0.01	3.748915994167328	0.4004909703629057	NA	NA	NA	NA
"mash"	"mash"	100000.0	2.0	0.01	4.011606383323669	0.7460464615903232	NA	NA	NA	NA
"mash"	"mashec"	100000.0	2.0	0.01	3.7756187677383424	0.5504154831091316	NA	NA	NA	NA
"mash"	"mash"	100000.0	4.0	0.01	4.069345533847809	0.883729003346448	NA	NA	NA	NA
"mash"	"mashec"	100000.0	4.0	0.01	3.6574100613594056	0.4653367590493069	NA	NA	NA	NA
"mash"	"mash"	100000.0	8.0	0.01	3.959361362457275	0.5898196733997977	NA	NA	NA	NA
"mash"	"mashec"	100000.0	8.0	0.01	3.6473594069480897	0.48572424656652097	NA	NA	NA	NA
"mash"	"mash"	100000.0	16.0	0.01	4.001796305179596	0.7377115754323232	NA	NA	NA	NA
"mash"	"mashec"	100000.0	16.0	0.01	3.729498326778412	0.7893225947949825	NA	NA	NA	NA
"mash"	"mash"	100000.0	32.0	0.01	3.8542518734931948	0.47675469374239154	NA	NA	NA	NA
"mash"	"mashec"	100000.0	32.0	0.01	3.492863154411316	0.4389151015988626	NA	NA	NA	NA
"mash"	"mash"	100000.0	64.0	0.01	3.6107709288597105	0.23761318693891526	NA	NA	NA	NA
"mash"	"mashec"	100000.0	64.0	0.01	3.3855180621147154	0.2913587457987387	NA	NA	NA	NA
"mash"	"mash"	100000.0	128.0	0.01	3.76653892993927	0.6996779144356913	NA	NA	NA	NA
"mash"	"mashec"	100000.0	128.0	0.01	3.5305094957351684	0.7404348684724976	NA	NA	NA	NA
"mash"	"mash"	100000.0	8.0	0.02	4.0525224804878235	0.8721682179484735	NA	NA	NA	NA
"mash"	"mashec"	100000.0	8.0	0.02	4.071874272823334	0.9690855443031864	NA	NA	NA	NA
"mash"	"mash"	100000.0	32.0	0.02	3.9429662942886354	0.7054826630164593	NA	NA	NA	NA
"mash"	"mashec"	100000.0	32.0	0.02	4.1144806981086735	0.9516761207624773	NA	NA	NA	NA
"mash"	"mash"	100000.0	8.0	0.05	4.107595539093017	0.8958576113029542	NA	NA	NA	NA
"mash"	"mashec"	100000.0	8.0	0.05	4.113499402999878	0.9002977994845611	NA	NA	NA	NA
"mash"	"mash"	100000.0	32.0	0.05	4.083605635166168	0.9432060058918126	NA	NA	NA	NA
"mash"	"mashec"	100000.0	32.0	0.05	3.9731455564498903	0.6754581571437618	NA	NA	NA	NA
"mash"	"mash"	100000.0	8.0	0.1	4.1241287112236025	1.0088626820926467	NA	NA	NA	NA
"mash"	"mashec"	100000.0	8.0	0.1	4.180347883701325	0.9841094074628214	NA	NA	NA	NA
"mash"	"mash"	100000.0	32.0	0.1	4.285423386096954	1.0817986695793773	NA	NA	NA	NA
"mash"	"mashec"	100000.0	32.0	0.1	4.007558131217957	1.0516540567624637	NA	NA	NA	NA
"mash"	"mash"	100000.0	8.0	0.2	3.408850145339966	0.32549314407699165	NA	NA	NA	NA
"mash"	"mashec"	100000.0	8.0	0.2	3.483631801605225	0.6365447301507409	NA	NA	NA	NA
"mash"	"mash"	100000.0	32.0	0.2	3.612276816368103	0.6186862668491553	NA	NA	NA	NA
"mash"	"mashec"	100000.0	32.0	0.2	3.6354333758354187	1.342914199599375	NA	NA	NA	NA
