1285	wip	1e8	10	0.1	0.815255321093
1285	ip	1e8	10	0.1	0.879926187714
1285	wip	1e8	10	0.05	0.821341787039
1285	ip	1e8	10	0.05	0.941002895995
1285	wip	1e8	10	0.01	0.887721638126
1285	ip	1e8	10	0.01	0.985110075984
1285	wip	1e8	10	0.005	0.918186137201
1285	ip	1e8	10	0.005	0.975463149699
1285	wip	1e8	10	0.001	0.784641528077
1285	ip	1e8	10	0.001	0.943689251954
1285	wip	1e8	10	0.0005	0.887650334229
1285	ip	1e8	10	0.0005	0.949928761763
1285	wip	1e8	10	0.0001	0.781731430336
1285	ip	1e8	10	0.0001	0.853057424331
1285	wip	1e8	10	1e-05	0.98840796021
1285	ip	1e8	10	1e-05	0.975484350567
1031	wip	1e8	10	0.1	0.920089155218
1031	ip	1e8	10	0.1	0.947629965967
1031	wip	1e8	10	0.05	0.938175971938
1031	ip	1e8	10	0.05	0.985265504147
1031	wip	1e8	10	0.01	0.980725313035
1031	ip	1e8	10	0.01	0.976979994682
1031	wip	1e8	10	0.005	0.96255424305
1031	ip	1e8	10	0.005	0.974302290395
1031	wip	1e8	10	0.001	0.915010230927
1031	ip	1e8	10	0.001	0.986480561239
1031	wip	1e8	10	0.0005	0.96946220801
1031	ip	1e8	10	0.0005	0.987609470349
1031	wip	1e8	10	0.0001	0.920786965973
1031	ip	1e8	10	0.0001	0.975064934494
1031	wip	1e8	10	1e-05	0.789128927032
1031	ip	1e8	10	1e-05	0.896974953205
1928	wip	1e8	10	0.1	0.91065213622
1928	ip	1e8	10	0.1	0.966876769891
1928	wip	1e8	10	0.05	0.945326987588
1928	ip	1e8	10	0.05	0.992911170388
1928	wip	1e8	10	0.01	0.889132502557
1928	ip	1e8	10	0.01	0.959475263835
1928	wip	1e8	10	0.005	0.92508381403
1928	ip	1e8	10	0.005	0.972604116599
1928	wip	1e8	10	0.001	0.79132865811
1928	ip	1e8	10	0.001	0.973324565926
1928	wip	1e8	10	0.0005	0.865578383246
1928	ip	1e8	10	0.0005	0.995971462614
1928	wip	1e8	10	0.0001	0.91283456655
1928	ip	1e8	10	0.0001	0.981302185362
1928	wip	1e8	10	1e-05	0.80706042271
1928	ip	1e8	10	1e-05	0.940791560192
8585	wip	1e8	10	0.1	0.916221327013
8585	ip	1e8	10	0.1	0.965213578397
8585	wip	1e8	10	0.05	0.86969946104
8585	ip	1e8	10	0.05	0.883702235373
8585	wip	1e8	10	0.01	0.964885998246
8585	ip	1e8	10	0.01	0.990024846536
8585	wip	1e8	10	0.005	0.961221898798
8585	ip	1e8	10	0.005	0.987786497005
8585	wip	1e8	10	0.001	0.90276779294
8585	ip	1e8	10	0.001	0.987655268359
8585	wip	1e8	10	0.0005	0.988251421981
8585	ip	1e8	10	0.0005	0.991430665559
8585	wip	1e8	10	0.0001	0.977076628845
8585	ip	1e8	10	0.0001	0.935417542919
8585	wip	1e8	10	1e-05	0.968494698885
8585	ip	1e8	10	1e-05	0.940596277701
7051	wip	1e8	10	0.1	0.946732806308
7051	ip	1e8	10	0.1	0.929604999342
7051	wip	1e8	10	0.05	0.937040961899
7051	ip	1e8	10	0.05	0.971050636305
7051	wip	1e8	10	0.01	0.950041563559
7051	ip	1e8	10	0.01	0.989631957363
